0,1
1,2
2,3
3,4
4,5
5,7
6,9
7,12
8,15
9,18
10,20
11,24
12,25
13,26
14,28
15,31
16,34
17,36
18,38
19,39
20,40
21,42
22,45
23,51
24,52
25,53
26,55
27,57
28,59
29,65
30,68
31,70
32,71
33,73
34,76
35,78
36,80
37,82
38,85
39,89
40,91
41,94
42,99
43,101
44,103
45,105
46,106
47,107
48,109
49,110
50,112
51,113
52,114
53,115
54,119
55,121
56,122
57,123
58,124
59,126
60,127
61,128
62,130
63,131
64,132
65,133
66,134
67,135
68,136
69,139
70,141
71,142
72,143
73,144
74,145
75,146
76,148
77,149
78,151
79,154
80,157
81,160
82,162
83,164
84,167
85,169
86,171
87,176
88,178
89,181
90,182
91,183
92,184
93,186
94,189
95,192
96,195
97,196
98,197
99,198
100,199
101,200
102,202
103,204
104,205
105,208
106,210
107,212
108,213
109,214
110,217
111,219
112,221
113,224
114,226
115,227
116,229
117,230
118,232
119,233
120,235
121,237
122,241
123,242
124,243
125,244
126,245
127,248
128,251
129,253
130,254
131,257
132,260
133,264
134,272
135,277
136,279
137,282
138,284
139,286
140,288
141,289
142,291
143,292
144,295
145,300
146,301
147,302
148,303
149,304
150,305
151,306
152,308
153,310
154,312
155,319
156,321
157,324
158,326
159,330
160,334
161,335
162,338
163,340
164,342
165,344
166,350
167,351
168,352
169,354
170,356
171,357
172,359
173,362
174,368
175,373
176,375
177,376
178,377
179,378
180,379
181,380
182,381
183,382
184,383
185,384
186,386
187,389
188,392
189,395
190,398
191,400
192,405
193,407
194,409
195,411
196,417
197,419
198,421
199,423
200,424
201,426
202,428
203,429
204,430
205,437
206,441
207,442
208,445
209,447
210,448
211,450
212,454
213,460
214,461
215,462
216,463
217,464
218,465
219,466
220,467
221,468
222,469
223,470
224,471
225,472
226,473
227,474
228,475
229,476
230,477
231,479
232,480
233,481
234,482
235,483
236,484
237,485
238,486
239,488
240,492
241,493
242,494
243,497
244,500
245,503
246,510
247,518
248,521
249,523
250,526
251,530
252,534
253,537
254,542
255,545
256,546
257,547
258,549
259,553
260,555
261,556
262,557
263,558
264,560
265,561
266,563
267,567
268,571
269,573
270,575
271,578
272,579
273,584
274,587
275,589
276,591
277,593
278,594
279,596
280,598
281,601
282,604
283,609
284,612
285,614
286,617
287,618
288,620
289,621
290,623
291,625
292,626
293,628
294,630
295,631
296,635
297,637
298,638
299,639
300,640
301,641
302,642
303,644
304,645
305,649
306,652
307,654
308,655
309,658
310,660
311,663
312,666
313,671
314,675
315,676
316,678
317,680
318,681
319,684
320,685
321,687
322,689
323,691
324,693
325,695
326,697
327,699
328,700
329,701
330,706
331,707
332,709
333,711
334,713
335,715
336,717
337,720
338,724
339,725
340,726
341,727
342,730
343,733
344,738
345,740
346,743
347,745
348,746
349,748
350,750
351,752
352,754
353,758
354,760
355,762
356,763
357,764
358,766
359,768
360,770
361,771
362,772
363,773
364,774
365,776
366,777
367,778
368,780
369,781
370,784
371,785
372,786
373,787
374,788
375,793
376,794
377,795
378,796
379,797
380,798
381,799
382,800
383,802
384,804
385,805
386,806
